0,64.7994,0.31180000,[IN][OUT]
0,120.7906,0.33300000,[IN][OUT]
0,176.6413,0.29480000,[IN][OUT]
0,232.7631,0.30340000,[IN][OUT]
0,289.3954,0.29520000,[IN][OUT]
0,345.4744,0.31320000,[IN][OUT]
0,401.5996,0.31620000,[IN][OUT]
0,457.9781,0.32960000,[IN][OUT]
0,513.3442,0.31960000,[IN][OUT]
0,569.4457,0.30260000,[IN][OUT]
0,624.9882,0.30400000,[IN][OUT]
0,680.9827,0.32700000,[IN][OUT]
0,737.3116,0.29420000,[IN][OUT]
0,793.5201,0.32080000,[IN][OUT]
0,849.5381,0.29160000,[IN][OUT]
0,905.8717,0.31420000,[IN][OUT]
0,961.8863,0.30760000,[IN][OUT]
0,1017.2188,0.30420000,[IN][OUT]
0,1073.0541,0.31020000,[IN][OUT]
0,1129.5350,0.31380000,[IN][OUT]
0,1185.9985,0.59940000,[IN]Layer(5115x20)[OUT]
0,1241.8470,0.09280000,[IN]Layer(5115x10)[OUT]
0,1297.9733,0.48980000,[IN]Layer(3113x10)[OUT]
0,1354.0033,0.10400000,[IN]Layer(5115x20)[OUT]
0,1410.2234,0.49540000,[IN]Layer(55x5)[OUT]
0,1466.4458,0.38800000,[IN]Layer(3113x5)[OUT]
0,1522.1462,0.53160000,[IN]Layer(33x10)[OUT]
0,1578.0897,0.49000000,[IN]Layer(55x5)[OUT]
0,1634.8174,0.59320000,[IN]Layer(5115x20)[OUT]
0,1690.9002,0.10320000,[IN]Layer(5115x10)[OUT]
0,1747.0570,0.57100000,[IN]Layer(3113x20)[OUT]
0,1802.8828,0.09440000,[IN]Layer(5115x20)[OUT]
0,1859.1111,0.08820000,[IN]Layer(5115x5)[OUT]
0,1914.8829,0.40900000,[IN]Layer(3113x5)[OUT]
0,1971.1170,0.43400000,[IN]Layer(33x5)[OUT]
0,2027.7010,0.49860000,[IN]Layer(33x10)[OUT]
0,2084.0689,0.40140000,[IN]Layer(3113x5)[OUT]
0,2139.8199,0.58220000,[IN]Layer(55x10)[OUT]
0,2195.9756,0.47400000,[IN]Layer(3113x10)[OUT]
0,2252.0822,0.49340000,[IN]Layer(55x5)[OUT]
0,2307.5256,0.43320000,[IN]Layer(3113x5)[OUT]
0,2364.1732,0.67920000,[IN]Layer(55x20)[OUT]
0,2419.6017,0.52260000,[IN]Layer(3113x20)[OUT]
0,2475.9276,0.43360000,[IN]Layer(33x5)[OUT]
0,2532.1102,0.10140000,[IN]Layer(3113x10)[OUT]
0,2588.5417,0.10000000,[IN]Layer(3113x10)[OUT]
0,2644.3745,0.41780000,[IN]Layer(33x5)[OUT]
0,2700.7958,0.50860000,[IN]Layer(33x10)[OUT]
0,2756.3546,0.49060000,[IN]Layer(3113x10)[OUT]
0,2812.9283,0.09500000,[IN]Layer(3113x20)[OUT]
0,2868.9327,0.58140000,[IN]Layer(55x10)[OUT]
0,2925.1104,0.58620000,[IN]Layer(55x10)[OUT]
0,2981.3985,0.39660000,[IN]Layer(33x5)[OUT]
0,3037.1887,0.39640000,[IN]Layer(33x5)[OUT]
0,3093.4610,0.57700000,[IN]Layer(5115x20)[OUT]
0,3150.1833,0.10380000,[IN]Layer(5115x5)[OUT]
0,3206.6225,0.10240000,[IN]Layer(5115x20)[OUT]
0,3262.8488,0.09420000,[IN]Layer(3113x20)[OUT]
0,3318.3223,0.08960000,[IN]Layer(5115x10)[OUT]
