0,112.2284,0.50860000,[IN][OUT]
0,219.9705,0.67940000,[IN]Layer(3113x20)[OUT]
0,327.7571,0.71040000,[IN]Layer(33x20)[OUT]
0,436.2418,0.48380000,[IN]Layer(3113x5)[OUT]
0,544.9251,0.61180000,[IN]Layer(5115x10)[OUT]
0,653.1387,0.50700000,[IN]Layer(33x5)[OUT]
0,760.7871,0.73000000,[IN]Layer(55x20)[OUT]
0,869.8735,0.66000000,[IN]Layer(55x10)[OUT]
0,978.9669,0.69300000,[IN]Layer(5115x20)[OUT]
0,1086.3394,0.53020000,[IN]Layer(5115x5)[OUT]
0,1194.3952,0.60480000,[IN]Layer(3113x10)[OUT]
1,1301.8143,0.54860000,[IN]Layer(33x5)Layer(33x5)[OUT]
1,1410.9919,0.09680000,[IN]Layer(5115x5)Layer(5115x5)[OUT]
1,1520.0089,0.59660000,[IN]Layer(5115x5)Layer(33x10)[OUT]
1,1629.0397,0.56200000,[IN]Layer(55x5)[OUT]
1,1738.8851,0.09500000,[IN]Layer(5115x5)Layer(55x20)[OUT]
2,1849.3327,0.65100000,[IN]Layer(55x5)Layer(5115x20)[OUT]
2,1964.0874,0.09740000,[IN]Layer(5115x5)Layer(5115x10)[OUT]
2,2072.8556,0.74020000,[IN]Layer(33x20)Layer(55x20)[OUT]
2,2182.5541,0.09840000,[IN]Layer(5115x5)Layer(3113x5)[OUT]
2,2291.5104,0.66760000,[IN]Layer(55x5)Layer(55x10)[OUT]
2,2724.9642,0.09380000,[IN]Layer(5115x5)Layer(55x20)Layer(5115x20)[OUT]
2,2982.9059,0.09740000,[IN]Layer(5115x10)Layer(5115x20)[OUT]
2,3159.3136,0.09520000,[IN]Layer(5115x5)Layer(55x20)Layer(55x20)[OUT]
3,3267.6933,0.55880000,[IN]Layer(55x5)Layer(5115x5)[OUT]
3,3377.6159,0.09540000,[IN]Layer(33x20)Layer(55x20)Layer(5115x10)[OUT]
3,3486.7351,0.63520000,[IN]Layer(33x10)[OUT]
3,3596.2512,0.74560000,[IN]Layer(3113x20)Layer(55x20)[OUT]
3,3705.5142,0.10340000,[IN]Layer(33x5)Layer(5115x20)[OUT]
3,3814.6030,0.73920000,[IN]Layer(55x20)Layer(55x20)[OUT]
3,3923.4776,0.69040000,[IN]Layer(33x5)Layer(55x20)[OUT]
3,4032.2989,0.67520000,[IN]Layer(3113x5)Layer(55x20)[OUT]
3,4141.4235,0.58660000,[IN]Layer(55x5)Layer(33x5)[OUT]
4,4250.5190,0.60480000,[IN]Layer(55x5)Layer(55x5)[OUT]
4,4359.5011,0.62480000,[IN]Layer(33x20)Layer(33x5)[OUT]
4,4469.4838,0.62860000,[IN]Layer(33x5)Layer(55x10)[OUT]
4,4587.0351,0.72380000,[IN]Layer(5115x20)Layer(55x20)[OUT]
4,4696.7761,0.08860000,[IN]Layer(5115x5)Layer(33x20)[OUT]
4,4805.9987,0.09700000,[IN]Layer(5115x5)Layer(33x5)[OUT]
4,4915.6039,0.09740000,[IN]Layer(33x20)Layer(5115x20)[OUT]
4,5024.7185,0.68080000,[IN]Layer(55x5)Layer(33x20)[OUT]
5,5132.6269,0.09980000,[IN]Layer(33x5)Layer(55x20)Layer(3113x10)[OUT]
5,5241.8726,0.52100000,[IN]Layer(33x5)Layer(5115x5)[OUT]
5,5351.0218,0.09660000,[IN]Layer(33x20)Layer(55x20)Layer(55x10)[OUT]
5,5460.2262,0.10360000,[IN]Layer(33x5)Layer(5115x10)[OUT]
5,5586.0804,0.09820000,[IN]Layer(33x5)Layer(55x20)Layer(5115x20)[OUT]
5,5695.8557,0.64720000,[IN]Layer(55x5)Layer(3113x20)[OUT]
6,5918.8842,0.10000000,[IN]Layer(5115x5)Layer(55x20)Layer(3113x20)[OUT]
6,6029.2480,0.71960000,[IN]Layer(33x20)Layer(55x20)Layer(55x20)[OUT]
6,6139.3120,0.58120000,[IN]Layer(5115x5)Layer(55x20)Layer(33x5)[OUT]
6,6249.0859,0.70620000,[IN]Layer(3113x10)Layer(55x20)[OUT]
6,6371.7535,0.09400000,[IN]Layer(5115x5)Layer(3113x20)[OUT]
6,6481.1007,0.10220000,[IN]Layer(33x5)Layer(3113x5)[OUT]
6,6589.7564,0.67760000,[IN]Layer(33x5)Layer(55x20)Layer(55x10)[OUT]
7,6699.2016,0.68140000,[IN]Layer(55x5)Layer(55x20)[OUT]
7,6808.5870,0.62200000,[IN]Layer(33x5)Layer(33x10)[OUT]
7,6917.3474,0.55420000,[IN]Layer(55x5)Layer(3113x5)[OUT]
8,7026.5627,0.10140000,[IN]Layer(5115x5)Layer(55x20)Layer(3113x5)[OUT]
8,7137.2899,0.09760000,[IN]Layer(5115x10)Layer(55x20)[OUT]
8,7246.1045,0.09260000,[IN]Layer(33x5)Layer(55x20)Layer(5115x5)[OUT]
8,7354.8742,0.10100000,[IN]Layer(5115x5)Layer(55x5)[OUT]
8,7464.3237,0.09740000,[IN]Layer(55x5)Layer(5115x10)[OUT]
9,7573.6266,0.09880000,[IN]Layer(33x20)Layer(55x20)Layer(5115x5)[OUT]
9,7683.4395,0.58780000,[IN]Layer(33x5)Layer(55x5)[OUT]
10,7793.6511,0.10560000,[IN]Layer(33x20)Layer(55x20)Layer(55x20)Layer(3113x5)[OUT]
10,7903.0372,0.10040000,[IN]Layer(33x5)Layer(3113x20)[OUT]
10,8012.4768,0.73640000,[IN]Layer(33x20)Layer(55x20)Layer(33x20)[OUT]
10,8121.7204,0.09280000,[IN]Layer(33x5)Layer(3113x10)[OUT]
10,8230.5143,0.61940000,[IN]Layer(33x5)Layer(33x5)Layer(33x10)[OUT]
10,8339.1599,0.71080000,[IN]Layer(33x20)Layer(55x5)Layer(55x20)[OUT]
10,8448.7644,0.10080000,[IN]Layer(5115x5)Layer(3113x10)[OUT]
11,8558.7051,0.72440000,[IN]Layer(55x10)Layer(55x20)[OUT]
11,8667.6842,0.68940000,[IN]Layer(33x10)Layer(5115x20)[OUT]
11,8776.5609,0.66060000,[IN]Layer(33x20)Layer(55x20)Layer(55x20)Layer(55x10)[OUT]
11,8914.2740,0.10080000,[IN]Layer(5115x5)Layer(55x20)Layer(5115x5)[OUT]
